title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,gendre_list,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"Submergence,",Submergence,15000000,en,,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts.",13.764,112,0,2017-09-22,5.462,278,"Drama, Thriller, Romance","Arabic, English, French, Somali","United States of America, France, Germany, Spain",https://www.nytimes.com/2018/04/12/movies/submergence-review-wim-wenders.html,"In Wim Wenders’s film, Alicia Vikander and James McAvoy are soul mates who find each other before a plotline involving Somali jihadists separates them.",The New York Times,"subject: Movies;creative_works: Submergence (Movie);persons: Vikander, Alicia (1988- );persons: McAvoy, James;persons: Wenders, Wim;persons: Ledgard, J M;persons: Dignam, Erin;subject: Books and Literature;",2018-04-12T11:00:01+0000,591,"Review: In ‘Submergence,’ a Love Story Sunk by Geopolitics",,,"They Find Each Other, Then Geopolitics Set In",,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Love After Love,",第一炉香,0,zh,,"The film tells the story of a young girl who travels from Shanghai to Hong Kong in pursuit of education, but ends up working for her aunt seducing rich and powerful men.",4.68,144,0,2021-10-22,5.6,25,Drama,Mandarin,China,https://www.nytimes.com/2018/03/29/movies/love-after-love-review.html,Russ Harbaugh’s debut feature delivers something rarely seen in American movies: a warts-and-all examination of extended grief.,The New York Times,"subject: Movies;creative_works: Love After Love (Movie);persons: Harbaugh, Russ;persons: MacDowell, Andie;",2018-03-29T11:00:01+0000,280,"Review: In ‘Love After Love,’ an Unflinching Look at Extended Grief",,,Love After Love,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
Outside In,Outside In,0,en,,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,8.339,109,0,2018-03-30,6.1,92,Drama,English,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Love, Simon,","Love, Simon",17000000,en,https://www.20thcenturystudios.com/movies/love-simon,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online.",30.947,110,66316289,2018-02-16,8.023,5891,"Comedy, Drama, Romance",English,United States of America,https://www.nytimes.com/2018/03/15/movies/love-simon-review.html,"This comedy set in a particularly idyllic Atlanta suburb has a gay love story, a blackmailing weasel and surprising emotional resonance.",The New York Times,"subject: Movies;creative_works: Love, Simon (Movie);persons: Berlanti, Greg;persons: Robinson, Nick (1995- );",2018-03-15T17:26:47+0000,272,"Review: In ‘Love, Simon,’ a Glossy Teen Romance, the Hero Has a Secret",,,Coming Out Is Complicated,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Keep the Change,",Keep the Change,0,en,,"A struggling artist visits his family on their Montana ranch and finds that his former flame, daughter of a family foe, is now married to an old friend.",1.305,95,0,1992-06-09,6.0,1,"Drama, Adventure",English,United States of America,https://www.nytimes.com/2018/03/15/movies/keep-the-change-review.html,"A stubborn thirtysomething sentenced to spend time in an autism support group after an arrest finds romance, in this film starring actors with autism.",The New York Times,"subject: Movies;creative_works: Keep the Change (Movie);persons: Israel, Rachel;",2018-03-15T16:10:25+0000,258,"Review: In ‘Keep the Change,’ Two People With Autism Find Love",,,Keep the Change,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Party,The Hunting Party,15000000,en,http://www.thehuntingpartymovie.com/,"A young journalist, an experienced cameraman and a discredited reporter find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad.",11.465,101,7600000,2007-09-03,6.513,301,"Action, Adventure, Thriller, Drama","English, Bosnian, Croatian, Serbian","Bosnia and Herzegovina, Croatia, United States of America",https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"The Housemaid,",하녀,4000000,ko,,"Hae-ra and her husband, Hoon, hire Eun-yi to look after their daughter. When Hoon gets Eun-yi pregnant, Hae-ra tries to kill the child. Soon, Eun-yi decides to seek revenge for the betrayal.",20.645,107,0,2010-05-13,6.449,295,"Thriller, Drama",Korean,South Korea,https://www.nytimes.com/2018/02/15/movies/the-housemaid-review.html,"Set in 1953, when the country was under French colonial rule, the story takes place on a plantation that harbors shameful secrets — and an apparition.",The New York Times,"subject: Movies;glocations: Vietnam;persons: Nguyen, Derek;creative_works: The Housemaid (Movie);",2018-02-15T12:00:02+0000,273,"Review: In ‘The Housemaid,’ Twisted Love and Angry Ghosts in Vietnam",,,The Housemaid,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Forever My Girl,",Forever My Girl,3500000,en,http://www.forevermygirlthemovie.com,"After being gone for a decade, a country star returns home to the love he left behind.",37.065,104,16367326,2018-01-26,7.605,1159,"Romance, Drama, Music",English,United States of America,https://www.nytimes.com/2018/01/19/movies/forever-my-girl-review.html,There are few hard feelings in Bethany Ashton Wolf’s adaptation of a novel by Heidi McLaughlin.,The New York Times,"subject: Movies;creative_works: Forever My Girl (Movie);persons: Wolf, Bethany Ashton;",2018-01-19T17:22:06+0000,273,"Review: In ‘Forever My Girl,’ a Romance Resumes After a Long Break",,,Hitting  Pause On Love,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
Kangaroo: A Love-Hate Story,Kangaroo: A Love-Hate Story,0,en,http://KangarooTheMovie.com,"This groundbreaking film reveals the truth surrounding Australia’s love-hate relationship with its beloved icon. The kangaroo image is proudly used by top companies, sports teams and as tourist souvenirs, yet when they hop across the vast continent some consider them to be pests to be shot and sold for profit. KANGAROO unpacks a national paradigm where the relationship with kangaroos is examined.",0.632,103,0,2018-01-19,8.7,3,Documentary,English,Australia,https://www.nytimes.com/2018/01/18/movies/kangaroo-a-love-hate-story-review.html,"The documentary looks at the mass killings of kangaroos for pet-food companies, leather processors and ranchers in Australia.",The New York Times,"creative_works: Kangaroo: A Love-Hate Story (Movie);subject: Kangaroos;subject: Animal Abuse, Rights and Welfare;persons: McIntyre Clere, Kate;persons: McIntyre, Mick;subject: Documentary Films and Programs;glocations: Australia;",2018-01-18T12:00:23+0000,263,Review: ‘Kangaroo: A Love-Hate Story’ Exposes a Wildlife Massacre,,,Kangaroo: A Love-Hate Story,,,,By Ken Jaworowski,"firstname: Ken, middlename: None, lastname: Jaworowski, qualifier: None, title: None, role: reported, organization: , rank: 1",
Lover for a Day,L'Amant d'un jour,0,fr,,"After a bad breakup, a college-aged Parisian moves into her father's flat only to discover that he is living with his new girlfriend - a young woman her age.",5.714,76,23692,2017-05-31,6.2,74,"Drama, Romance",French,France,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,"In Philippe Garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. Complications ensue.",The New York Times,"subject: Movies;creative_works: Lover for a Day (Movie);persons: Garrel, Philippe;",2018-01-11T16:20:53+0000,863,Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,,,A Love Triangle With Angles That Are Awkward,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Youth,",聖闘士星矢 真紅の少年伝説,0,ja,,"Athena receives the visit of Phoebus Abel, her older brother and God of the Corona. He informs her that he has come to destroy humanity as punishment for their corruption, just as it was done in ancient times. He dismisses Seiya and the Bronze Saints, as she will now be guarded by Abel's three Corona Saints, Atlas of Carina, Jaow of Lynx and Berenike of Coma Berenices, and the five resurrected Gold Saints who died in the Sanctuary battle: Saga of Gemini, Deathmask of Cancer, Shura of Capricorn, Camus of Aquarius and Aphrodite of Pisces. When Athena rebels against Abel's plan, he attacks her, sending her soul to Elysion, the final resting place from which there is no return. The Bronze Saints immediately rush to the Sanctuary to save her and ultimately overcome Abel.",38.476,75,0,1988-07-23,7.6,185,"Action, Animation, Fantasy",Japanese,Japan,https://www.nytimes.com/2017/12/14/movies/youth-review.html,This decades-spanning melodrama chronicles the rivalries and heartbreaks of a dance troupe in Mao’s China.,The New York Times,subject: Movies;persons: Feng Xiaogang;creative_works: Youth (Movie);,2017-12-14T12:00:26+0000,267,"Review: In ‘Youth,’ the People’s Dance Troupe, in Love and War",,,Youth,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
Killing for Love,Das Versprechen,300000,de,http://promise-movie.com/the-movie/,"Derek and Nancy Haysom were brutally murdered in their house in Lynchburg, Virginia, on March 30, 1985. Suspicion fell on their daughter Elizabeth and her boyfriend Jens Söring. They flee to Europe, but are caught and extradited to the U.S. Elizabeth is sentenced to 90 years in jail for incitement to murder, Jens Söring to two life sentences. Karin Steinberger, Marcus Vetter and their team spent over three years researching this case, which achieved world-wide notoriety. They uncovered new evidence, including the fact none of the blood samples found at the scene of the crime belonged to Jens Söring.",5.321,131,0,2016-10-27,6.3,42,"Crime, Documentary","English, German","Sweden, Germany, United Kingdom, Netherlands, Denmark",https://www.nytimes.com/2017/12/14/movies/killing-for-love-review.html,"The true-crime documentary lays out a persuasive case for reasonable doubt in the case against Jens Soering, who was convicted, along with his girlfriend.",The New York Times,"creative_works: Killing for Love (Movie);persons: Soering, Jens;persons: Haysom, Elizabeth;persons: Vetter, Marcus (1967- );persons: Steinberger, Karin;subject: Documentary Films and Programs;subject: Murders, Attempted Murders and Homicides;",2017-12-14T12:00:26+0000,281,Review: ‘Killing for Love’ Revisits a Virginia Murder Case,,,Killing for Love,,,,By Ben Kenigsberg,"firstname: Ben, middlename: None, lastname: Kenigsberg, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Shape of Water,The Shape of Water,19500000,en,http://www.foxsearchlight.com/theshapeofwater/,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",49.72,123,195300000,2017-12-01,7.247,11781,"Drama, Fantasy, Romance","English, Russian",United States of America,https://www.nytimes.com/2017/11/30/movies/the-shape-of-water-review-guillermo-del-toro.html,"Guillermo del Toro’s latest film is an unlikely and lyrical love story, inspired by “Creature From the Black Lagoon.”",The New York Times,"subject: Movies;creative_works: The Shape of Water (Movie);persons: Del Toro, Guillermo;persons: Spencer, Octavia;persons: Shannon, Michael;persons: Hawkins, Sally;persons: Jones, Doug (1960- );",2017-11-30T16:10:56+0000,924,Review: ‘The Shape of Water’ Is Altogether Wonderful,,,A Monster Worthy of Love,,,,By A.O. Scott,"firstname: A., middlename: O., lastname: Scott, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Love Beats Rhymes,",Love Beats Rhymes,0,en,,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",7.89,105,0,2017-12-01,5.7,88,"Drama, Music",English,United States of America,https://www.nytimes.com/2017/11/30/movies/love-beats-rhymes-azealia-banks-rza.html,"The rap luminary RZA and the hip-hop musician Azealia Banks team up for a story of rap and poetry, “Love Beats Rhymes.”",The New York Times,"subject: Movies;subject: Rap and Hip-Hop;persons: RZA;persons: Banks, Azealia;creative_works: Love Beats Rhymes (Movie);",2017-11-30T12:00:05+0000,319,"Review: In ‘Love Beats Rhymes,’ a Hip-Hop Artist Transformed by Poetry",,,Love Beats Rhymes,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
Cuba and the Cameraman,Cuba and the Cameraman,0,en,https://www.netflix.com/title/80126449,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,11.267,113,0,2017-09-08,7.5,105,Documentary,"Spanish, English","Cuba, United States of America",https://www.nytimes.com/2017/11/23/movies/cuba-and-the-cameraman-review.html,The filmmaker Jon Alpert has been visiting and documenting Cuba for 45 years. His new movie looks back fondly at its people and its leader.,The New York Times,"subject: Documentary Films and Programs;glocations: Cuba;creative_works: Cuba and the Cameraman (Movie);persons: ALPERT, JON;",2017-11-23T12:00:20+0000,427,Review: ‘Cuba and the Cameraman’ Lavishes Love on a Country … and Castro,,,Cuba and the Cameraman,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
On the Beach at Night Alone,밤의 해변에서 혼자,0,ko,,"Young-hee, an actress reeling in the aftermath of an affair with a married film director, escapes to Hamburg. But when she returns to Korea and meets with friends for drinks, startling confessions emerge.",10.884,101,0,2017-03-23,6.5,125,Drama,Korean,South Korea,https://www.nytimes.com/2017/11/16/movies/on-the-beach-at-night-alone-review-hong-sang-soo.html,Kim Min-hee stars in a new film from the prolific South Korean director Hong Sang-soo. The movie has been seen as based partly on their affair.,The New York Times,subject: Movies;creative_works: On the Beach at Night Alone (Movie);persons: Hong Sang-soo;persons: Kim Min-hee;,2017-11-16T12:00:20+0000,520,Review: ‘On the Beach at Night Alone’ Zooms in on a Love Affair,,,"Fiction, With Real Life Getting in the Way",,,,By A.O. Scott,"firstname: A., middlename: O., lastname: Scott, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Thelma,",Thelma & Louise,16000000,en,,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",37.0,130,45361000,1991-05-24,7.577,3234,"Drama, Thriller, Crime, Adventure",English,"United Kingdom, United States of America",https://www.nytimes.com/2017/11/09/movies/review-in-thelma-a-woman-in-love-can-burn-down-the-world.html,"In Joachim Trier’s sly psychological thriller “Thelma,” a child-woman finds love and discovers that behaving like a good girl can be a very bad idea.",The New York Times,"subject: Movies;creative_works: Thelma (Movie);persons: Trier, Joachim;",2017-11-09T20:08:31+0000,757,"Review: In ‘Thelma,’ a Woman in Love Can Burn Down the World",,,A Woman in Love Can Burn Down the World,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Hello Again,",Hello Again - Ein Tag für immer,0,de,,"Zazie lives with her buddies, womanizer Patrick and sweetheart Anton, in a flat share. All three are completely incapable of being in a relationship. Finding the great love? No need. Zazie is sure of that. When Philipp, Zazie's best friend from childhood, sends an invitation to his wedding, Zazie is shocked to find out that he wants to marry stuck up and vicious Franziska. She is definitely the wrong girl for Philipp! Zazie decides to do everything she can to save him from making the biggest mistake of his life. But will this turn out to be her own path to happiness?",14.776,92,0,2020-09-17,5.9,57,"Comedy, Romance",German,Germany,https://www.nytimes.com/2017/11/07/movies/hello-again-review.html,"This film from Tom Gustafson, based on a 1993 Off Broadway show, has a formidable cast of Broadway names but wants for dramatic traction.",The New York Times,"subject: Movies;creative_works: Hello Again (Movie);persons: Gustafson, Tom;persons: Jackson, Cheyenne;persons: McDonald, Audra;persons: Willis, Rumer (1988- );persons: LaChiusa, Michael John;",2017-11-07T19:13:29+0000,321,"Review: ‘Hello Again,’ a Movie Musical Ode to Love and Lust Over Decades",,,Decades of Musical Love and Lust,,,,By Andy Webster,"firstname: Andy, middlename: None, lastname: Webster, qualifier: None, title: None, role: reported, organization: , rank: 1",
"It Happened in L.A.,",It Happened in L.A.,0,en,,"Annette might be judgmental, critical, and a total perfectionist—but only of the most charming variety. When she suddenly perceives that her relationship with her boyfriend, Elliot, is inferior to all the happy coupledom she sees among her friends, she decides they need to break up. Launched into the LA dating scene, where film industry jobs, old school bars, and elitist consumerism are the norm, Annette begins to realize that maybe meeting some cool new guy isn’t going to lead her to personal fulfillment.",2.536,97,0,2017-11-03,5.0,6,Comedy,English,,https://www.nytimes.com/2017/11/02/movies/it-happened-in-la-review.html,"This ensemble comedy from Michelle Morgan concerns one woman who exits a relationship, and another who seeks one. Their city only complicates matters.",The New York Times,"subject: Movies;creative_works: It Happened in L.A. (Movie);persons: Morgan, Michelle (Filmmaker);persons: Hemingway, Dree (1987- );",2017-11-02T11:00:03+0000,263,"Review: ‘It Happened in L.A.,’ All That Questing After Love",,,It Happened in L.A.,,,,By Andy Webster,"firstname: Andy, middlename: None, lastname: Webster, qualifier: None, title: None, role: reported, organization: , rank: 1",
God’s Own Country,God's Own Country,0,en,http://www.godsowncountryfilm.com,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",26.474,105,2559939,2017-09-01,7.782,863,"Romance, Drama","English, Romanian",United Kingdom,https://www.nytimes.com/2017/10/24/movies/gods-own-country-review.html,"This feature debut of the writer and director Francis Lee is a bracing, sometimes brutal movie.",The New York Times,"subject: Movies;creative_works: God's Own Country (Movie);persons: Lee, Francis (1969- );persons: O'Connor, Josh (Actor);persons: Secareanu, Alec;",2017-10-24T11:00:24+0000,295,"Review: Love Is Wild, if Not Pretty, in ‘God’s Own Country’",,,"Love Is Wild, if Not Always Pretty",,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Mountain Between Us,The Mountain Between Us,35000000,en,http://MountainBetweenUs.com,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",29.447,109,62832209,2017-10-05,6.648,2279,"Drama, Adventure, Romance",English,United States of America,https://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html,Idris Elba and Kate Winslet crash into a mountain — and each other — in this drama.,The New York Times,"subject: Movies;creative_works: The Mountain Between Us (Movie);persons: ABU-ASSAD, HANY;persons: Elba, Idris;persons: Winslet, Kate;",2017-10-05T11:00:05+0000,272,Review: Love in a Cold Climate in ‘The Mountain Between Us’,,,The Mountain Between Us,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Dina,",Dina Hashem: Dark Little Whispers,0,en,,"In a breakout hour of comedy, Dina Hashem discusses everything from death threats and existential dilemmas, to relationship problems, quiet people, and her upbringing as a first generation Arab-American.",1.283,49,0,2023-11-09,4.0,2,Comedy,English,,https://www.nytimes.com/2017/10/05/movies/dina-review.html,"An intimate, affecting film about a couple with autism, as they plan their wedding.",The New York Times,"creative_works: Dina (Movie);subject: Documentary Films and Programs;persons: Sickles, Dan (Film Director);persons: Santini, Antonio (Film Director);subject: Autism;subject: Dating and Relationships;",2017-10-05T11:00:05+0000,290,"Review: In the Documentary ‘Dina,’ a Differently Abled Love Story",,,Dina,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
In Search of Fellini,In Search of Fellini,0,en,,"Lucy, a small-town girl from Ohio, discovers the delightfully bizarre films of legendary filmmaker Federico Fellini and sets off on a journey across Italy to find him.",5.837,93,0,2017-09-15,5.8,40,"Drama, Adventure",English,,https://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html,A sheltered young woman enamored of the films of the famous director sets off to Italy to meet him.,The New York Times,"subject: Movies;creative_works: In Search of Fellini (Movie);persons: Cartwright, Nancy;persons: Solo, Ksenia;persons: Lexton, Taron;",2017-09-14T11:00:24+0000,272,Review: Love of Il Maestro Drives ‘In Search of Fellini’,,,In Search of Fellini,,,,By Monica Castillo,"firstname: Monica, middlename: None, lastname: Castillo, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Woodpeckers,",Carpinteros,0,es,,"Julián finds love and a reason for living in the last place imaginable: the Dominican Republic's Najayo Prison. His romance, with fellow prisoner Yanelly, must develop through sign language and without the knowledge of dozens of guards.",1.596,108,0,2017-01-23,6.1,20,Drama,Spanish,Dominican Republic,https://www.nytimes.com/2017/09/14/movies/woodpeckers-review.html,José María Cabral’s drama concerns a male and female convict in adjacent penitentiaries who use a sign language — “woodpecking” — in order to connect.,The New York Times,"subject: Movies;creative_works: Woodpeckers (Movie);persons: Cabral, Jose Maria;persons: Jean, Jean (Actor);persons: Rodriguez, Judith (1985- );",2017-09-14T10:00:14+0000,242,"Review: ‘Woodpeckers,’ a Tale of Love and Agonizing Penal Confinement",,,Woodpeckers,,,,By Andy Webster,"firstname: Andy, middlename: None, lastname: Webster, qualifier: None, title: None, role: reported, organization: , rank: 1",
"I Do ... Until I Don’t,",I Do... Until I Don't,0,en,http://idountilidontmovie.com/,"In Vero Beach, Florida, a trio of couples at various points in their relationships become the subjects of a film about marriage being an antiquated idea that needs a reboot: Why not turn marriage into a seven-year deal with an option to renew?",10.5,103,280668,2017-09-01,5.0,66,Comedy,English,United States of America,https://www.nytimes.com/2017/08/31/movies/i-do-until-i-dont-review.html,Three married couples outwit a documentary filmmaker in Lake Bell’s sex comedy.,The New York Times,"subject: Movies;persons: Bell, Lake;persons: Reiser, Paul;creative_works: I Do... Until I Don't (Movie);",2017-08-31T13:00:02+0000,258,"Review: In ‘I Do ... Until I Don’t,’ Love and Loathing in Florida",,,I Do ... Until I Don’t,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
Tales of an Immoral Couple,La vida inmoral de la pareja ideal,0,es,http://www.holamexicoff.com/lavidainmoralusa,"Lucio and Martina used to share an indescribable chemistry during their highschool years, however, they took separate ways. 25 years later they meet again, but this time they decide to invent an ideal life in order to hide themselves from an inevitable truth: they were really waiting for each other in all of these years.",9.137,91,0,2016-10-28,6.4,61,"Comedy, Romance",Spanish,Mexico,https://www.nytimes.com/2017/08/24/movies/tales-of-an-immoral-couple-review.html,"Twenty-five years after they split, two former high school sweethearts reluctantly reunite for an awkward night.",The New York Times,"subject: Movies;creative_works: Tales of an Immoral Couple (Movie);persons: Caro, Manolo;",2017-08-24T16:22:43+0000,284,Review: ‘Tales of an Immoral Couple’: Love Means Having to Grow Up,,,Tales of an Immoral Couple,,,,By Monica Castillo,"firstname: Monica, middlename: None, lastname: Castillo, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Last Face,The Last Face,0,en,,"Miguel, a heroic Spanish doctor, puts himself in harm's way to deliver medical treatment to the victims of military uprisings in Africa.",14.778,130,0,2017-01-11,5.6,191,Drama,"English, Portuguese",United States of America,https://www.nytimes.com/2017/07/27/movies/the-last-face-review-charlize-theron-sean-penn.html,"In war-torn Liberia, Charlize Theron and Javier Bardem face a big problem: how to keep their knotty relationship from fizzling.",The New York Times,"subject: Movies;creative_works: The Last Face (Movie);persons: Penn, Sean;persons: Bardem, Javier;persons: Theron, Charlize;",2017-07-27T20:29:01+0000,280,Review: Aid Workers in Love and War in Sean Penn’s ‘The Last Face’,,,The Last Face,,,,By Glenn Kenny,"firstname: Glenn, middlename: None, lastname: Kenny, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Women Who Kill,",Women Who Kill,0,en,http://www.wwkmovie.com/,"Morgan and Jean work well together as true crime podcasters because they didn’t work well, at all, as a couple. However, when Morgan strikes up a new relationship with the mysterious Simone, their shared interest turns into suspicion, paranoia, and fear.",3.105,93,0,2016-07-27,4.9,25,"Comedy, Crime, Mystery, Romance, Thriller",English,United States of America,https://www.nytimes.com/2017/07/25/movies/women-who-kill-review.html,"In Ingrid Jungermann’s droll comedy, ex-lovers who produce a podcast about serial killers find themselves at odds when a new romantic interest emerges.",The New York Times,"subject: Movies;creative_works: Women Who Kill (Movie);persons: Jungermann, Ingrid (1977- );",2017-07-25T21:38:36+0000,411,"Review: She Hosts ‘Women Who Kill,’ and May Be in Love With One",,,"Killer Lines, Dangerous Dates",,,,By Ken Jaworowski,"firstname: Ken, middlename: None, lastname: Jaworowski, qualifier: None, title: None, role: reported, organization: , rank: 1",
"False Confessions,",False Confessions,0,en,,"Defence attorney Jane Fisher-Byrialsen is determined to put an end to interrogation techniques that pressure innocent people into false confessions. The film follows four of her cases and examines the psychological aspect of how people end up confessing to crimes they have not committed and the consequences of these confessions – for those accused, for their families, and for society at large.",2.125,91,0,2018-03-17,8.2,4,Documentary,English,"Denmark, United States of America",https://www.nytimes.com/2017/07/13/movies/false-confessions-review-isabelle-huppert.html,Isabelle Huppert and Louis Garrel star in a screen version of an 18th-century Marivaux play and the last film directed by Luc Bondy.,The New York Times,"subject: Movies;creative_works: False Confessions (Movie);persons: Bondy, Luc;persons: Huppert, Isabelle;persons: Garrel, Louis;",2017-07-13T19:49:06+0000,527,"Review: With ‘False Confessions,’ the Play’s Not Quite the Thing",,,Insolvent Gentleman Seeks Love,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
,COWBOY BEBOP PV “Don't Bother None”,0,ja,,"When three bounty hunters accidentally meet in a bar, their stark personalities begin to clash, turning into a three way gun fight.",1.763,6,0,2012-12-12,6.0,10,"Action, Crime, Western","Mandarin, English, French, Russian",Japan,https://www.nytimes.com/2017/06/22/movies/my-journey-through-french-cinema-review-bertrand-tavernier.html,"In “My Journey Through French Cinema,” Mr. Tavernier’s documentary about movies doubles as an autobiography.",The New York Times,"subject: Documentary Films and Programs;persons: Tavernier, Bertrand;creative_works: My Journey Through French Cinema (Movie);glocations: France;",2017-06-22T21:14:56+0000,773,"Review: Those Movies, Himself — Bertrand Tavernier’s Tour of French Cinema",,,Reflecting on a Lifelong Love,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
